v2	Ix(U1:DRAIN)	Ix(U5:VDD)	Ix(U6:VDD)	Ix(U7:VDD)	Ix(U8:VDD)	Ix(U9:VDD)
1.960000000000002e+000	1.019193e-006	-2.041327e-006	-1.019192e-006	-4.042330e-006	-7.925969e-006	-1.537289e-005
1.970000000000002e+000	1.034394e-006	-2.071271e-006	-1.034393e-006	-4.100740e-006	-8.038628e-006	-1.558705e-005
1.980000000000002e+000	1.049700e-006	-2.101411e-006	-1.049698e-006	-4.159516e-006	-8.151957e-006	-1.580240e-005
1.990000000000002e+000	1.065109e-006	-2.131746e-006	-1.065108e-006	-4.218657e-006	-8.265955e-006	-1.601893e-005
2.000000000000001e+000	1.080622e-006	-2.162277e-006	-1.080621e-006	-4.278161e-006	-8.380619e-006	-1.623663e-005
2.010000000000001e+000	1.096239e-006	-2.193001e-006	-1.096238e-006	-4.338028e-006	-8.495945e-006	-1.645551e-005
2.020000000000001e+000	1.111960e-006	-2.223920e-006	-1.111958e-006	-4.398256e-006	-8.611932e-006	-1.667555e-005
2.030000000000001e+000	1.127783e-006	-2.255031e-006	-1.127782e-006	-4.458844e-006	-8.728575e-006	-1.689674e-005
2.040000000000001e+000	1.143709e-006	-2.286336e-006	-1.143708e-006	-4.519791e-006	-8.845875e-006	-1.711909e-005
2.050000000000000e+000	1.159739e-006	-2.317833e-006	-1.159737e-006	-4.581096e-006	-8.963827e-006	-1.734259e-005
2.060000000000000e+000	1.175870e-006	-2.349521e-006	-1.175869e-006	-4.642757e-006	-9.082429e-006	-1.756722e-005
2.070000000000000e+000	1.192104e-006	-2.381401e-006	-1.192103e-006	-4.704774e-006	-9.201677e-006	-1.779299e-005
2.080000000000000e+000	1.208440e-006	-2.413471e-006	-1.208439e-006	-4.767145e-006	-9.321571e-006	-1.801989e-005
